Line_Item_ID,Date,Credit_Card_Number,Quantity,Menu_Item
8028,03-27-2017,3959712849652490,3,vegetarian spicy miso
8029,03-27-2017,5247436162901873,1,nagomi shoyu
8030,03-27-2017,5247436162901873,1,nagomi shoyu
8031,03-27-2017,9838191523312392,4,burnt garlic tonkotsu ramen
8032,03-27-2017,9838191523312392,4,burnt garlic tonkotsu ramen
8033,03-27-2017,354001013721145,1,spicy miso ramen
8034,03-27-2017,354001013721145,1,spicy miso ramen
8035,03-27-2017,1002940957666042,1,vegetarian curry + king trumpet mushroom ramen
8036,03-27-2017,1002940957666042,1,vegetarian curry + king trumpet mushroom ramen
8037,03-27-2017,1884361254135318,1,truffle butter ramen
8038,03-27-2017,1884361254135318,1,truffle butter ramen
8039,03-27-2017,1554903001275831,3,vegetarian curry + king trumpet mushroom ramen
8040,03-27-2017,1554903001275831,3,vegetarian curry + king trumpet mushroom ramen
8041,03-27-2017,4340074974969815,1,miso crab ramen
8042,03-27-2017,4340074974969815,1,miso crab ramen
8043,03-27-2017,6786541179712898,4,nagomi shoyu
8044,03-27-2017,6786541179712898,4,nagomi shoyu
8045,03-27-2017,1482627911270891,1,shio ramen
8046,03-27-2017,1482627911270891,1,shio ramen
8047,03-27-2017,3435372833836458,1,miso crab ramen
8048,03-27-2017,3435372833836458,1,miso crab ramen
8049,03-28-2017,5372699878058836,1,vegetarian curry + king trumpet mushroom ramen
8050,03-28-2017,5372699878058836,1,vegetarian curry + king trumpet mushroom ramen
8051,03-28-2017,3833353724956685,1,tonkotsu ramen
8052,03-28-2017,3833353724956685,1,tonkotsu ramen
8053,03-28-2017,328594599580810,1,burnt garlic tonkotsu ramen
8054,03-28-2017,328594599580810,1,burnt garlic tonkotsu ramen
8055,03-28-2017,5442392144113222,2,nagomi shoyu
8056,03-28-2017,5442392144113222,2,nagomi shoyu
8057,03-28-2017,1557394736882210,1,vegetarian curry + king trumpet mushroom ramen
8058,03-28-2017,1557394736882210,1,vegetarian curry + king trumpet mushroom ramen
8059,03-28-2017,5667556882327658,1,vegetarian curry + king trumpet mushroom ramen
8060,03-28-2017,5667556882327658,1,vegetarian curry + king trumpet mushroom ramen
8061,03-28-2017,3540616397943122,1,soft-shell miso crab ramen
8062,03-28-2017,3540616397943122,1,soft-shell miso crab ramen
8063,03-28-2017,1363576376385495,2,vegetarian curry + king trumpet mushroom ramen
8064,03-28-2017,1363576376385495,2,vegetarian curry + king trumpet mushroom ramen
8065,03-28-2017,7855523322627683,1,tori paitan ramen
8066,03-28-2017,7855523322627683,1,tori paitan ramen
8067,03-28-2017,8777323308541787,2,miso crab ramen
8068,03-28-2017,8777323308541787,2,miso crab ramen
8069,03-28-2017,3344500909253110,1,vegetarian spicy miso
8070,03-28-2017,3344500909253110,1,vegetarian spicy miso
8071,03-28-2017,698212418884946,1,tonkotsu ramen
8072,03-28-2017,698212418884946,1,tonkotsu ramen
8073,03-28-2017,9061097455675633,2,miso crab ramen
8074,03-28-2017,9061097455675633,2,miso crab ramen
8075,03-28-2017,8796961369899316,1,vegetarian spicy miso
8076,03-28-2017,8796961369899316,1,vegetarian spicy miso
8077,03-28-2017,9795896846129658,1,vegetarian spicy miso
8078,03-28-2017,9795896846129658,1,vegetarian spicy miso
8079,03-28-2017,5502551279097512,1,truffle butter ramen
8080,03-28-2017,5502551279097512,1,truffle butter ramen
8081,03-28-2017,3255845864065879,1,spicy miso ramen
8082,03-28-2017,3255845864065879,1,spicy miso ramen
8083,03-28-2017,4551652268441843,1,soft-shell miso crab ramen
8084,03-28-2017,4551652268441843,1,soft-shell miso crab ramen
8085,03-28-2017,8197354333792374,4,tonkotsu ramen
8086,03-28-2017,8197354333792374,4,tonkotsu ramen
8087,03-28-2017,7891564665333751,1,spicy miso ramen
8088,03-28-2017,7891564665333751,1,spicy miso ramen
8089,03-28-2017,8393559296340414,1,vegetarian curry + king trumpet mushroom ramen
8090,03-28-2017,8393559296340414,1,vegetarian curry + king trumpet mushroom ramen
8091,03-28-2017,6552941960301083,1,tori paitan ramen
8092,03-28-2017,6552941960301083,1,tori paitan ramen
8093,03-28-2017,586034151700384,1,miso crab ramen
8094,03-28-2017,586034151700384,1,miso crab ramen
8095,03-28-2017,7169855151458889,1,vegetarian spicy miso
8096,03-28-2017,7169855151458889,1,vegetarian spicy miso
8097,03-28-2017,391019885776157,1,vegetarian curry + king trumpet mushroom ramen
8098,03-28-2017,391019885776157,1,vegetarian curry + king trumpet mushroom ramen
8099,03-28-2017,5226633014625179,1,soft-shell miso crab ramen
8100,03-28-2017,5226633014625179,1,soft-shell miso crab ramen
8101,03-28-2017,531578452129538,1,shio ramen
8102,03-28-2017,531578452129538,1,shio ramen
8103,03-28-2017,5961678724859721,1,spicy miso ramen
8104,03-28-2017,5961678724859721,1,spicy miso ramen
8105,03-28-2017,4140806698615514,1,soft-shell miso crab ramen
8106,03-28-2017,4140806698615514,1,soft-shell miso crab ramen
8107,03-28-2017,6996472700891749,1,tori paitan ramen
8108,03-28-2017,6996472700891749,1,tori paitan ramen
8109,03-28-2017,958622993655594,1,tonkotsu ramen
8110,03-28-2017,958622993655594,1,tonkotsu ramen
8111,03-28-2017,3760691372701260,2,truffle butter ramen
8112,03-28-2017,3760691372701260,2,truffle butter ramen
8113,03-28-2017,9972710901534836,1,nagomi shoyu
8114,03-28-2017,9972710901534836,1,nagomi shoyu
8115,03-28-2017,9831035787258081,3,truffle butter ramen
8116,03-28-2017,9831035787258081,3,truffle butter ramen
8117,03-28-2017,7360431477277079,4,nagomi shoyu
8118,03-28-2017,7360431477277079,4,nagomi shoyu
8119,03-28-2017,178456500603903,1,soft-shell miso crab ramen
8120,03-28-2017,178456500603903,1,soft-shell miso crab ramen
8121,03-28-2017,1641052588350998,1,tonkotsu ramen
8122,03-28-2017,1641052588350998,1,tonkotsu ramen
8123,03-28-2017,8001004016827217,1,nagomi shoyu
8124,03-28-2017,8001004016827217,1,nagomi shoyu
8125,03-28-2017,9435399455132031,4,burnt garlic tonkotsu ramen
8126,03-28-2017,9435399455132031,4,burnt garlic tonkotsu ramen
8127,03-28-2017,2513600885622832,2,truffle butter ramen
8128,03-28-2017,2513600885622832,2,truffle butter ramen
8129,03-28-2017,5119685525531822,1,spicy miso ramen
8130,03-28-2017,5119685525531822,1,spicy miso ramen
8131,03-28-2017,8788021532863438,1,miso crab ramen
8132,03-28-2017,8788021532863438,1,miso crab ramen
8133,03-28-2017,9821869005664613,1,miso crab ramen
8134,03-28-2017,9821869005664613,1,miso crab ramen
8135,03-28-2017,9389707091604373,1,burnt garlic tonkotsu ramen
8136,03-28-2017,9389707091604373,1,burnt garlic tonkotsu ramen
8137,03-28-2017,215771613170104,1,truffle butter ramen
8138,03-28-2017,215771613170104,1,truffle butter ramen
8139,03-28-2017,7859886542559590,3,vegetarian spicy miso
8140,03-28-2017,7859886542559590,3,vegetarian spicy miso
8141,03-28-2017,8084621229614789,1,soft-shell miso crab ramen
8142,03-28-2017,8084621229614789,1,soft-shell miso crab ramen
8143,03-28-2017,2287777532172790,1,nagomi shoyu
8144,03-28-2017,2287777532172790,1,nagomi shoyu
8145,03-28-2017,8456089454856831,1,truffle butter ramen
8146,03-28-2017,8456089454856831,1,truffle butter ramen
8147,03-28-2017,4080341807689800,1,miso crab ramen
8148,03-28-2017,4080341807689800,1,miso crab ramen
8149,03-28-2017,4412491007368709,1,burnt garlic tonkotsu ramen
8150,03-28-2017,4412491007368709,1,burnt garlic tonkotsu ramen
8151,03-28-2017,3761823146828720,1,truffle butter ramen
8152,03-28-2017,3761823146828720,1,truffle butter ramen
8153,03-28-2017,6142561836737333,1,vegetarian spicy miso
8154,03-28-2017,6142561836737333,1,vegetarian spicy miso
8155,03-28-2017,5792795247079933,1,shio ramen
8156,03-28-2017,5792795247079933,1,shio ramen
8157,03-28-2017,5592862222433003,1,truffle butter ramen
8158,03-28-2017,5592862222433003,1,truffle butter ramen
8159,03-28-2017,8135181919197725,3,soft-shell miso crab ramen
8160,03-28-2017,8135181919197725,3,soft-shell miso crab ramen
8161,03-29-2017,410741103810421,1,miso crab ramen
8162,03-29-2017,410741103810421,1,miso crab ramen
8163,03-29-2017,7253049538455139,1,miso crab ramen
8164,03-29-2017,7253049538455139,1,miso crab ramen
8165,03-29-2017,7627960482205461,1,nagomi shoyu
8166,03-29-2017,7627960482205461,1,nagomi shoyu
8167,03-29-2017,6348117701757923,1,shio ramen
8168,03-29-2017,6348117701757923,1,shio ramen
8169,03-29-2017,8664759609991219,1,tori paitan ramen
8170,03-29-2017,8664759609991219,1,tori paitan ramen
8171,03-29-2017,9227501397715422,2,truffle butter ramen
8172,03-29-2017,9227501397715422,2,truffle butter ramen
8173,03-29-2017,6425051867571671,1,burnt garlic tonkotsu ramen
8174,03-29-2017,6425051867571671,1,burnt garlic tonkotsu ramen
8175,03-29-2017,5028914091031660,1,truffle butter ramen
8176,03-29-2017,5028914091031660,1,truffle butter ramen
8177,03-29-2017,7695079307082752,1,tori paitan ramen
8178,03-29-2017,7695079307082752,1,tori paitan ramen
8179,03-29-2017,9090199444560870,1,shio ramen
8180,03-29-2017,9090199444560870,1,shio ramen
8181,03-29-2017,1143432957565413,1,soft-shell miso crab ramen
8182,03-29-2017,1143432957565413,1,soft-shell miso crab ramen
8183,03-29-2017,9367166545767918,1,tonkotsu ramen
8184,03-29-2017,9367166545767918,1,tonkotsu ramen
8185,03-29-2017,6449667727679473,1,burnt garlic tonkotsu ramen
8186,03-29-2017,6449667727679473,1,burnt garlic tonkotsu ramen
8187,03-29-2017,9044220889987592,1,vegetarian spicy miso
8188,03-29-2017,9044220889987592,1,vegetarian spicy miso
8189,03-29-2017,1955451558629274,1,burnt garlic tonkotsu ramen
8190,03-29-2017,1955451558629274,1,burnt garlic tonkotsu ramen
8191,03-29-2017,244450708889193,1,burnt garlic tonkotsu ramen
8192,03-29-2017,244450708889193,1,burnt garlic tonkotsu ramen
8193,03-29-2017,8150995291722262,1,shio ramen
8194,03-29-2017,8150995291722262,1,shio ramen
8195,03-29-2017,9819371991632269,1,shio ramen
8196,03-29-2017,9819371991632269,1,shio ramen
8197,03-29-2017,6362539807516144,1,truffle butter ramen
8198,03-29-2017,6362539807516144,1,truffle butter ramen
8199,03-29-2017,8797438366371675,1,tori paitan ramen
8200,03-29-2017,8797438366371675,1,tori paitan ramen
8201,03-29-2017,4218876210502243,1,tonkotsu ramen
8202,03-29-2017,4218876210502243,1,tonkotsu ramen
8203,03-29-2017,4326330470122369,1,burnt garlic tonkotsu ramen
8204,03-29-2017,4326330470122369,1,burnt garlic tonkotsu ramen
8205,03-29-2017,3552636046431604,1,vegetarian curry + king trumpet mushroom ramen
8206,03-29-2017,3552636046431604,1,vegetarian curry + king trumpet mushroom ramen
8207,03-29-2017,9701006053769019,1,tori paitan ramen
8208,03-29-2017,9701006053769019,1,tori paitan ramen
8209,03-29-2017,7416006592274522,1,truffle butter ramen
8210,03-29-2017,7416006592274522,1,truffle butter ramen
8211,03-29-2017,9184699022277827,1,miso crab ramen
8212,03-29-2017,9184699022277827,1,miso crab ramen
8213,03-29-2017,9847404990740105,1,burnt garlic tonkotsu ramen
8214,03-29-2017,9847404990740105,1,burnt garlic tonkotsu ramen
8215,03-29-2017,226244203073650,2,tori paitan ramen
8216,03-29-2017,226244203073650,2,tori paitan ramen
8217,03-29-2017,8608986614517150,1,truffle butter ramen
8218,03-29-2017,8608986614517150,1,truffle butter ramen
8219,03-29-2017,8125196926690334,3,soft-shell miso crab ramen
8220,03-29-2017,8125196926690334,3,soft-shell miso crab ramen
8221,03-29-2017,2973532438856174,1,truffle butter ramen
8222,03-29-2017,2973532438856174,1,truffle butter ramen
8223,03-29-2017,5084353564137860,1,tori paitan ramen
8224,03-29-2017,5084353564137860,1,tori paitan ramen
8225,03-29-2017,8790317075291550,1,burnt garlic tonkotsu ramen
8226,03-29-2017,8790317075291550,1,burnt garlic tonkotsu ramen
8227,03-29-2017,8798135155226031,1,miso crab ramen
8228,03-29-2017,8798135155226031,1,miso crab ramen
8229,03-29-2017,5654647800565172,1,truffle butter ramen
8230,03-29-2017,5654647800565172,1,truffle butter ramen
8231,03-29-2017,1184582449925998,1,tonkotsu ramen
8232,03-29-2017,1184582449925998,1,tonkotsu ramen
8233,03-29-2017,4525797780204153,1,miso crab ramen
8234,03-29-2017,4525797780204153,1,miso crab ramen
8235,03-29-2017,4672853558032874,2,vegetarian curry + king trumpet mushroom ramen
8236,03-29-2017,4672853558032874,2,vegetarian curry + king trumpet mushroom ramen
8237,03-29-2017,5858649886251387,2,shio ramen
8238,03-29-2017,5858649886251387,2,shio ramen
8239,03-29-2017,4403931927494392,3,tori paitan ramen
8240,03-29-2017,4403931927494392,3,tori paitan ramen
8241,03-29-2017,4430877319057772,1,nagomi shoyu
8242,03-29-2017,4430877319057772,1,nagomi shoyu
8243,03-29-2017,1273455746956071,2,spicy miso ramen
8244,03-29-2017,1273455746956071,2,spicy miso ramen
8245,03-29-2017,7209037270038646,1,truffle butter ramen
8246,03-29-2017,7209037270038646,1,truffle butter ramen
8247,03-29-2017,2089954435050816,1,nagomi shoyu
8248,03-29-2017,2089954435050816,1,nagomi shoyu
8249,03-29-2017,4983854196288990,1,nagomi shoyu
8250,03-29-2017,4983854196288990,1,nagomi shoyu
8251,03-29-2017,9526426827206835,1,miso crab ramen
8252,03-29-2017,9526426827206835,1,miso crab ramen
8253,03-29-2017,423910136655132,1,vegetarian spicy miso
8254,03-29-2017,423910136655132,1,vegetarian spicy miso
8255,03-29-2017,6092381714236569,4,vegetarian spicy miso
8256,03-29-2017,6092381714236569,4,vegetarian spicy miso
8257,03-29-2017,3906409875925821,1,vegetarian curry + king trumpet mushroom ramen
8258,03-29-2017,3906409875925821,1,vegetarian curry + king trumpet mushroom ramen
8259,03-29-2017,3606445006007427,1,vegetarian spicy miso
8260,03-29-2017,3606445006007427,1,vegetarian spicy miso
8261,03-29-2017,3622086582229518,1,vegetarian curry + king trumpet mushroom ramen
8262,03-29-2017,3622086582229518,1,vegetarian curry + king trumpet mushroom ramen
8263,03-29-2017,8683702595124244,1,shio ramen
8264,03-29-2017,8683702595124244,1,shio ramen
8265,03-29-2017,9241126759691277,1,spicy miso ramen
8266,03-29-2017,9241126759691277,1,spicy miso ramen
8267,03-29-2017,6769997590210452,2,nagomi shoyu
8268,03-29-2017,6769997590210452,2,nagomi shoyu
8269,03-29-2017,4063714436060159,1,truffle butter ramen
8270,03-29-2017,4063714436060159,1,truffle butter ramen
8271,03-29-2017,7150734236960900,3,shio ramen
8272,03-29-2017,7150734236960900,3,shio ramen
8273,03-29-2017,8729171325046318,1,burnt garlic tonkotsu ramen
8274,03-29-2017,8729171325046318,1,burnt garlic tonkotsu ramen
8275,03-29-2017,8202597005547538,1,shio ramen
8276,03-29-2017,8202597005547538,1,shio ramen
8277,03-29-2017,4599033219097117,1,burnt garlic tonkotsu ramen
8278,03-29-2017,4599033219097117,1,burnt garlic tonkotsu ramen
8279,03-29-2017,6232269628271078,1,nagomi shoyu
8280,03-29-2017,6232269628271078,1,nagomi shoyu
8281,03-29-2017,2502004156977416,1,spicy miso ramen
8282,03-29-2017,2502004156977416,1,spicy miso ramen
8283,03-29-2017,7219750787871300,1,soft-shell miso crab ramen
8284,03-29-2017,7219750787871300,1,soft-shell miso crab ramen
8285,03-29-2017,3076620955667461,1,spicy miso ramen
8286,03-29-2017,3076620955667461,1,spicy miso ramen
8287,03-29-2017,3843530845215644,1,burnt garlic tonkotsu ramen
8288,03-29-2017,3843530845215644,1,burnt garlic tonkotsu ramen
8289,03-29-2017,8423210403719790,2,vegetarian spicy miso
8290,03-29-2017,8423210403719790,2,vegetarian spicy miso
8291,03-29-2017,4940391445169229,1,nagomi shoyu
8292,03-29-2017,4940391445169229,1,nagomi shoyu
8293,03-29-2017,6959918964395374,1,soft-shell miso crab ramen
8294,03-29-2017,6959918964395374,1,soft-shell miso crab ramen
8295,03-29-2017,1725529329528378,1,miso crab ramen
8296,03-29-2017,1725529329528378,1,miso crab ramen
8297,03-29-2017,8716809701254432,1,burnt garlic tonkotsu ramen
8298,03-29-2017,8716809701254432,1,burnt garlic tonkotsu ramen
8299,03-29-2017,3181018328608020,1,tori paitan ramen
8300,03-29-2017,3181018328608020,1,tori paitan ramen
8301,03-29-2017,8273563829723634,1,miso crab ramen
8302,03-29-2017,8273563829723634,1,miso crab ramen
8303,03-30-2017,5613379987610123,1,miso crab ramen
8304,03-30-2017,5613379987610123,1,miso crab ramen
8305,03-30-2017,7585468827940074,1,tori paitan ramen
8306,03-30-2017,7585468827940074,1,tori paitan ramen
8307,03-30-2017,9972668768046276,1,tonkotsu ramen
8308,03-30-2017,9972668768046276,1,tonkotsu ramen
8309,03-30-2017,4291156352397213,1,spicy miso ramen
8310,03-30-2017,4291156352397213,1,spicy miso ramen
8311,03-30-2017,2901503546149272,1,spicy miso ramen
8312,03-30-2017,2901503546149272,1,spicy miso ramen
8313,03-30-2017,9952222215114212,1,miso crab ramen
8314,03-30-2017,9952222215114212,1,miso crab ramen
8315,03-30-2017,4196881647408942,1,vegetarian spicy miso
8316,03-30-2017,4196881647408942,1,vegetarian spicy miso
8317,03-30-2017,644048274493779,1,vegetarian spicy miso
8318,03-30-2017,644048274493779,1,vegetarian spicy miso
8319,03-30-2017,1152850430648897,1,spicy miso ramen
8320,03-30-2017,1152850430648897,1,spicy miso ramen
8321,03-30-2017,7489996424106067,1,tonkotsu ramen
8322,03-30-2017,7489996424106067,1,tonkotsu ramen
8323,03-30-2017,2365385209222436,1,truffle butter ramen
8324,03-30-2017,2365385209222436,1,truffle butter ramen
8325,03-30-2017,4669761132720676,1,burnt garlic tonkotsu ramen
8326,03-30-2017,4669761132720676,1,burnt garlic tonkotsu ramen
8327,03-30-2017,334273773744719,1,burnt garlic tonkotsu ramen
8328,03-30-2017,334273773744719,1,burnt garlic tonkotsu ramen
8329,03-30-2017,9330647105478519,1,vegetarian spicy miso
8330,03-30-2017,9330647105478519,1,vegetarian spicy miso
8331,03-30-2017,7440071047835901,1,vegetarian curry + king trumpet mushroom ramen
8332,03-30-2017,7440071047835901,1,vegetarian curry + king trumpet mushroom ramen
8333,03-30-2017,7145595215018035,3,vegetarian spicy miso
8334,03-30-2017,7145595215018035,3,vegetarian spicy miso
8335,03-30-2017,3468943593358387,1,shio ramen
8336,03-30-2017,3468943593358387,1,shio ramen
8337,03-30-2017,2520494610578017,1,truffle butter ramen
8338,03-30-2017,2520494610578017,1,truffle butter ramen
8339,03-30-2017,8633009312085079,1,nagomi shoyu
8340,03-30-2017,8633009312085079,1,nagomi shoyu
8341,03-30-2017,1408128142032791,2,burnt garlic tonkotsu ramen
8342,03-30-2017,1408128142032791,2,burnt garlic tonkotsu ramen
8343,03-30-2017,3035407237325534,1,tori paitan ramen
8344,03-30-2017,3035407237325534,1,tori paitan ramen
8345,03-30-2017,7276422878523340,1,vegetarian spicy miso
8346,03-30-2017,7276422878523340,1,vegetarian spicy miso
8347,03-30-2017,8335994905198530,1,burnt garlic tonkotsu ramen
8348,03-30-2017,8335994905198530,1,burnt garlic tonkotsu ramen
8349,03-30-2017,5746114752655969,1,shio ramen
8350,03-30-2017,5746114752655969,1,shio ramen
8351,03-30-2017,8891202448345357,2,tonkotsu ramen
8352,03-30-2017,8891202448345357,2,tonkotsu ramen
8353,03-30-2017,4636923554663848,1,vegetarian spicy miso
8354,03-30-2017,4636923554663848,1,vegetarian spicy miso
8355,03-30-2017,8508684831654401,1,truffle butter ramen
8356,03-30-2017,8508684831654401,1,truffle butter ramen
8357,03-30-2017,5330660412903176,1,shio ramen
8358,03-30-2017,5330660412903176,1,shio ramen
8359,03-30-2017,3865309706907003,4,tori paitan ramen
8360,03-30-2017,3865309706907003,4,tori paitan ramen
8361,03-30-2017,7175899350726778,2,spicy miso ramen
8362,03-30-2017,7175899350726778,2,spicy miso ramen
8363,03-30-2017,7440867545225605,1,tori paitan ramen
8364,03-30-2017,7440867545225605,1,tori paitan ramen
8365,03-30-2017,386297640741068,3,soft-shell miso crab ramen
8366,03-30-2017,386297640741068,3,soft-shell miso crab ramen
8367,03-30-2017,6033925532689216,1,vegetarian curry + king trumpet mushroom ramen
8368,03-30-2017,6033925532689216,1,vegetarian curry + king trumpet mushroom ramen
8369,03-30-2017,4073538734320111,4,vegetarian spicy miso
8370,03-30-2017,4073538734320111,4,vegetarian spicy miso
8371,03-30-2017,6372682580736332,1,truffle butter ramen
8372,03-30-2017,6372682580736332,1,truffle butter ramen
8373,03-30-2017,6659998852828268,1,vegetarian spicy miso
8374,03-30-2017,6659998852828268,1,vegetarian spicy miso
8375,03-30-2017,8201872892312924,1,miso crab ramen
8376,03-30-2017,8201872892312924,1,miso crab ramen
8377,03-30-2017,9275108326848119,1,soft-shell miso crab ramen
8378,03-30-2017,9275108326848119,1,soft-shell miso crab ramen
8379,03-30-2017,3254118796093478,1,nagomi shoyu
8380,03-30-2017,3254118796093478,1,nagomi shoyu
8381,03-31-2017,7410594538701578,4,truffle butter ramen
8382,03-31-2017,7410594538701578,4,truffle butter ramen
8383,03-31-2017,6057683549624351,1,miso crab ramen
8384,03-31-2017,6057683549624351,1,miso crab ramen
8385,03-31-2017,9474861149464658,3,tonkotsu ramen
8386,03-31-2017,9474861149464658,3,tonkotsu ramen
8387,03-31-2017,5682727407388426,1,miso crab ramen
8388,03-31-2017,5682727407388426,1,miso crab ramen
8389,03-31-2017,9608175847355107,1,shio ramen
8390,03-31-2017,9608175847355107,1,shio ramen
8391,03-31-2017,8242190696747486,2,soft-shell miso crab ramen
8392,03-31-2017,8242190696747486,2,soft-shell miso crab ramen
8393,03-31-2017,1925841649722662,1,spicy miso ramen
8394,03-31-2017,1925841649722662,1,spicy miso ramen
8395,03-31-2017,5843370215197267,2,burnt garlic tonkotsu ramen
8396,03-31-2017,5843370215197267,2,burnt garlic tonkotsu ramen
8397,04-01-2017,9101018242738271,1,tonkotsu ramen
8398,04-01-2017,9101018242738271,1,tonkotsu ramen
8399,04-01-2017,6679131431983851,2,burnt garlic tonkotsu ramen
8400,04-01-2017,6679131431983851,2,burnt garlic tonkotsu ramen
8401,04-01-2017,3276889786875948,1,nagomi shoyu
8402,04-01-2017,3276889786875948,1,nagomi shoyu
8403,04-01-2017,2654299723523331,1,nagomi shoyu
8404,04-01-2017,2654299723523331,1,nagomi shoyu
8405,04-01-2017,7181579312347964,2,burnt garlic tonkotsu ramen
8406,04-01-2017,7181579312347964,2,burnt garlic tonkotsu ramen
8407,04-01-2017,590695059516304,1,nagomi shoyu
8408,04-01-2017,590695059516304,1,nagomi shoyu
8409,04-01-2017,1500493722610592,3,burnt garlic tonkotsu ramen
8410,04-01-2017,1500493722610592,3,burnt garlic tonkotsu ramen
8411,04-01-2017,3317991270166906,2,truffle butter ramen
8412,04-01-2017,3317991270166906,2,truffle butter ramen
8413,04-01-2017,1390299574285091,1,burnt garlic tonkotsu ramen
8414,04-01-2017,1390299574285091,1,burnt garlic tonkotsu ramen
8415,04-01-2017,3818737354319950,1,spicy miso ramen
8416,04-01-2017,3818737354319950,1,spicy miso ramen
8417,04-01-2017,3135264866805573,1,tonkotsu ramen
8418,04-01-2017,3135264866805573,1,tonkotsu ramen
8419,04-01-2017,3265621754067937,1,tori paitan ramen
8420,04-01-2017,3265621754067937,1,tori paitan ramen
8421,04-01-2017,6150229679592941,1,truffle butter ramen
8422,04-01-2017,6150229679592941,1,truffle butter ramen
8423,04-01-2017,4468734006387,1,burnt garlic tonkotsu ramen
8424,04-01-2017,4468734006387,1,burnt garlic tonkotsu ramen
8425,04-01-2017,417325158840695,4,vegetarian spicy miso
8426,04-01-2017,417325158840695,4,vegetarian spicy miso
8427,04-01-2017,9038232248049442,1,tonkotsu ramen
8428,04-01-2017,9038232248049442,1,tonkotsu ramen
8429,04-01-2017,2867223250512342,1,shio ramen
8430,04-01-2017,2867223250512342,1,shio ramen
8431,04-01-2017,6228136191301962,1,vegetarian curry + king trumpet mushroom ramen
8432,04-01-2017,6228136191301962,1,vegetarian curry + king trumpet mushroom ramen
8433,04-01-2017,7313046302092307,1,nagomi shoyu
8434,04-01-2017,7313046302092307,1,nagomi shoyu
8435,04-01-2017,8208444722736573,1,soft-shell miso crab ramen
8436,04-01-2017,8208444722736573,1,soft-shell miso crab ramen
8437,04-01-2017,5441643340607167,1,tori paitan ramen
8438,04-01-2017,5441643340607167,1,tori paitan ramen
8439,04-01-2017,9796136466555626,1,miso crab ramen
8440,04-01-2017,9796136466555626,1,miso crab ramen
8441,04-01-2017,3446929856576434,1,spicy miso ramen
8442,04-01-2017,3446929856576434,1,spicy miso ramen
8443,04-01-2017,5319981105455244,2,truffle butter ramen
8444,04-01-2017,5319981105455244,2,truffle butter ramen
8445,04-01-2017,7795406184691335,1,tori paitan ramen
8446,04-01-2017,7795406184691335,1,tori paitan ramen
8447,04-01-2017,1050240112439198,1,soft-shell miso crab ramen
8448,04-01-2017,1050240112439198,1,soft-shell miso crab ramen
8449,04-01-2017,5117716459318661,1,nagomi shoyu
8450,04-01-2017,5117716459318661,1,nagomi shoyu
8451,04-01-2017,2401509814105392,1,burnt garlic tonkotsu ramen
8452,04-01-2017,2401509814105392,1,burnt garlic tonkotsu ramen
8453,04-01-2017,8571506170226737,2,shio ramen
8454,04-01-2017,8571506170226737,2,shio ramen
8455,04-01-2017,1868010101987112,1,vegetarian spicy miso
8456,04-01-2017,1868010101987112,1,vegetarian spicy miso
8457,04-01-2017,515301302994975,2,truffle butter ramen
8458,04-01-2017,515301302994975,2,truffle butter ramen
8459,04-01-2017,8561560206807871,1,spicy miso ramen
8460,04-01-2017,8561560206807871,1,spicy miso ramen
8461,04-01-2017,3904654765176126,1,vegetarian spicy miso
8462,04-01-2017,3904654765176126,1,vegetarian spicy miso
8463,04-01-2017,8973569142242245,1,burnt garlic tonkotsu ramen
8464,04-01-2017,8973569142242245,1,burnt garlic tonkotsu ramen
8465,04-01-2017,8087803950917098,1,truffle butter ramen
8466,04-01-2017,8087803950917098,1,truffle butter ramen
8467,04-02-2017,4365922087975572,1,nagomi shoyu
8468,04-02-2017,4365922087975572,1,nagomi shoyu
8469,04-02-2017,5397435164545166,1,vegetarian curry + king trumpet mushroom ramen
8470,04-02-2017,5397435164545166,1,vegetarian curry + king trumpet mushroom ramen
8471,04-02-2017,8131402174979633,2,tonkotsu ramen
8472,04-02-2017,8131402174979633,2,tonkotsu ramen
8473,04-02-2017,9224741901749338,1,tori paitan ramen
8474,04-02-2017,9224741901749338,1,tori paitan ramen
8475,04-02-2017,9627001623842388,2,vegetarian curry + king trumpet mushroom ramen
8476,04-02-2017,9627001623842388,2,vegetarian curry + king trumpet mushroom ramen
8477,04-02-2017,6018531613722624,1,burnt garlic tonkotsu ramen
8478,04-02-2017,6018531613722624,1,burnt garlic tonkotsu ramen
8479,04-03-2017,7945235817816327,1,vegetarian curry + king trumpet mushroom ramen
8480,04-03-2017,7945235817816327,1,vegetarian curry + king trumpet mushroom ramen
8481,04-03-2017,1741211121410669,1,vegetarian curry + king trumpet mushroom ramen
8482,04-03-2017,1741211121410669,1,vegetarian curry + king trumpet mushroom ramen
8483,04-03-2017,9941475997972647,1,tonkotsu ramen
8484,04-03-2017,9941475997972647,1,tonkotsu ramen
8485,04-03-2017,5144204135816580,1,vegetarian spicy miso
8486,04-03-2017,5144204135816580,1,vegetarian spicy miso
8487,04-03-2017,6252515353175827,2,spicy miso ramen
8488,04-03-2017,6252515353175827,2,spicy miso ramen
8489,04-03-2017,2587868564566321,1,vegetarian spicy miso
8490,04-03-2017,2587868564566321,1,vegetarian spicy miso
8491,04-03-2017,9297114153746929,4,truffle butter ramen
8492,04-03-2017,9297114153746929,4,truffle butter ramen
